steamidnumber;gametitle;releasemonth;releaseyear;releaseprice;lowestestimatedownersnumber;highestestimatedownersnumber;averageestimatedownersnumber;developer;publisher
1594;ProjectExhibited;June;2020;0,00 Ä;20;50;35;TeamThieves;BredaUniversityofAppliedSciences
1595;EchoofCombats;July;2021;0,00 Ä;20;20;20;MadDevices;MadDevices
1596;Phobos;November;2020;0,00 Ä;100;200;150;MythEntertainment;MythEntertainment
1597;RebirthOnline;August;2020;0,00 Ä;50;100;75;CaretGames;CaretGames
1598;Animyst;August;2020;0,00 Ä;50;100;75;AnimystGames;AnimystGames
1599;HerosSong;November;2016;1.999,00 Ä;20;20;20;PixelmageGamesLLC;PixelmageGamesLLC
1600;WinningLovebyDaylight;February;2021;0,00 Ä;20;50;35;CutlassBoardgames;CutlassBoardgames
1601;LamiaMustDie;February;2014;0,00 Ä;20;50;35;TuomoLaine;TuomoLaine
1602;KokuraseEpisode1;November;2016;0,00 Ä;20;50;35;galantiVakaGameMagazine;VakaGameMagazine
1603;CovidTaleIgnorance;June;2020;0,00 Ä;20;20;20;BDAYGAMECOM;BDAYGAMECOM
1604;LegendofDungeonMasters;November;2015;0,00 Ä;100;200;150;RobotLovesKitty;RobotLovesKitty
1605;GRANADOESPADA;July;2007;0,00 Ä;50;100;75;HANBITSOFTINCIMCGAMESCOLTD;REDBANACORPORATION
1606;RagnarokJourney;June;2017;0,00 Ä;50;100;75;Youren;GravityInteractive
1607;4XGalaxy†;December;2018;0,00 Ä;100;200;150;Mercator;Mercator
1608;VoidPyramid;December;2016;0,00 Ä;20;20;20;AHagenSheaKennedy;AHagen
1609;DiasporaMassExodus;December;2018;0,00 Ä;50;100;75;AngryRabbitStudios;AngryRabbitStudios
1610;NS2Combat;October;2014;0,00 Ä;50;100;75;FaultlineGames;UnknownWorldsEntertainment
1611;DarkEden;November;2016;0,00 Ä;50;100;75;SOFTONENTERTAINMENT;SOFTONENTERTAINMENT
1612;èBrutalAliceandtheHundredDaysWar;February;2018;0,00 Ä;20;50;35;KoromoSoft;KoromoSoft
1613;StarWarsImperialAssaultLegendsoftheAlliance;December;2017;0,00 Ä;50;100;75;FantasyFlightGames;FantasyFlightGames
1614;BattleStar;November;2020;0,00 Ä;20;50;35;Alioth;Alioth
1615;Abalyte;September;2018;0,00 Ä;20;50;35;PurpleStudios;PurpleStudios
1616;Selenophobia;March;2018;199,00 Ä;20;50;35;;ParadiseProject
1617;EnamoredRisks;April;2020;0,00 Ä;20;50;35;CrystalGameWorks;CrystalGameWorks
1618;TaketheDreamIX;April;2016;0,00 Ä;50;100;75;YaiGameworks;YaiGameworks
1619;CallofCthulhuTheWastedLand;March;2012;499,00 Ä;20;50;35;RedWaspDesignLtd;RedWaspDesignLtd
1620;Respublica;December;2018;0,00 Ä;50;100;75;Drahgoone;4thNode
1621;SunsetRangers;March;2018;1.499,00 Ä;20;20;20;FishermanGameDev;FishermanGameDev
1622;DeusExBreach;January;2017;0,00 Ä;100;200;150;EidosMontreal;SquareEnix
1623;Margonem;February;2019;0,00 Ä;20;20;20;Garmory;Garmory
1624;AdventureCraft;July;2017;0,00 Ä;20;50;35;EdibleEntertainment;EdibleEntertainment
1625;RolePlayerFullImmersion;March;2021;0,00 Ä;20;50;35;OtVinta;OtVinta
1626;CombatMonsters;January;2015;0,00 Ä;100;200;150;RubiconDevelopment;RubiconDevelopment
1627;HeroesofDire;March;2017;0,00 Ä;100;200;150;Spellbook;wwwSpellbookcom
1628;TheInfiniteBlack;October;2016;0,00 Ä;50;100;75;Spellbook;wwwSpellbookcom
1629;LastCloudia;February;2021;0,00 Ä;100;200;150;AIDIS;BoltrendGames
1630;ù†FaithintheGoddessofSuwa;February;2019;0,00 Ä;20;50;35;TD;TD
1631;Legionwood1TaleoftheTwoSwords;May;2016;0,00 Ä;50;100;75;DarkGaiaStudios;DarkGaiaStudios
1632;DeusExMankindDividedVRExperience;January;2017;0,00 Ä;50;100;75;EidosMontreal;SquareEnix
1633;IcarusOnline;March;2020;0,00 Ä;50;100;75;WemadeIOValofe;101XP
1634;çù2;January;2018;0,00 Ä;50;100;75;ù;ù
1635;SpaceshipLooter;May;2017;0,00 Ä;20;50;35;LuxorixGames;LuxorixGames
1636;LegacyofDornHeraldofOblivion;December;2015;999,00 Ä;20;50;35;TinManGames;TinManGames
1637;TheMagiciansResearch;November;2019;0,00 Ä;20;50;35;MadLabyrinthStudiosLLC;MadLabyrinthStudiosLLC
1638;CasinoRPG;January;2018;0,00 Ä;50;100;75;GoldFireStudios;GoldFireStudios
1639;TheGate;April;2015;0,00 Ä;50;100;75;SpicyHorseGames;SpicyHorseGames
1640;Spellwake;September;2018;0,00 Ä;100;200;150;NorrmanBrothers;NorrmanBrothers
1641;XAOC;August;2017;299,00 Ä;20;50;35;WindThunderStudio;WinkingInternational
1642;FarmersLifePrologue;January;2021;0,00 Ä;20;20;20;FreeMindSA;FreeMindSAPlayWaySA
1643;IgnisUniversiaEternalSistersSagaDX;December;2020;0,00 Ä;20;20;20;RandomPotionOyHologramMonsterOy;RandomPotionOy
1644;TheKingsRequestPhysiologyandAnatomyRevisionGame;June;2018;0,00 Ä;20;50;35;PhysiologywithDrChristian;PhysiologywithDrChristian
1645;Flora;December;2017;0,00 Ä;100;200;150;TheGameBakery;TheGameBakery
1646;BattlegroundsofEldhelm;October;2014;0,00 Ä;50;100;75;EssenceLtd;EssenceLtd
1647;KnightsofPenandPaper2FreeEdition;February;2018;0,00 Ä;50;100;75;KyyGames;ParadoxInteractive
1648;WarMachinesFreetoPlay;November;2018;0,00 Ä;50;100;75;FunGamesForFree;FunGamesForFree
1649;CrazyFlasher7MercenaryEmpire;January;2021;0,00 Ä;20;50;35;AndyLaw;AndyLaw
1650;ApartmentofLove;March;2018;199,00 Ä;20;50;35;PinPoint;ParadiseProject
1651;VillageofAdventurers2;November;2017;999,00 Ä;20;50;35;TamamoStudio;ParadiseProject
1652;LethalRPGWar;July;2015;0,00 Ä;20;50;35;EyeSpydaGames;EyeSpydaGames
1653;MadPack;February;2022;0,00 Ä;20;20;20;LigaRobotov;LigaRobotov
1654;WinterVoices;October;2010;0,00 Ä;20;50;35;ClaraLehenaff;ClaraLehenaff
1655;Ascendant;May;2014;0,00 Ä;20;50;35;HapaGames;HapaGames
1656;PixelBoyandtheEverExpandingDungeon;May;2014;999,00 Ä;20;50;35;GiantBoxGames;GiantBoxGames
1657;ThroughtheMistandSky;June;2018;0,00 Ä;20;50;35;FHNBHJ;FHNBHJ
1658;TheSlimekingsTower;July;2017;0,00 Ä;20;50;35;RevampedPRO;RevampedPRO
1659;beyou;February;2019;0,00 Ä;50;100;75;louismorel;louismorel
1660;HeroesTactics;May;2017;0,00 Ä;100;200;150;CamexGames;CamexGames
1661;LucentHeart;February;2016;0,00 Ä;100;200;150;Playcoo;SubaGames
1662;PreywithGun;November;2017;0,00 Ä;50;100;75;ê††MeowBunnyStudio;ê†
1663;DayBreakOnline;June;2019;0,00 Ä;50;100;75;GlobalGames;GlobalGames
1664;BoundelTheSecondEra;November;2016;0,00 Ä;20;20;20;ErenAydin;ErenAydin
1665;UP;June;2019;0,00 Ä;20;50;35;Å;†
1666;DarkSwords;June;2019;0,00 Ä;50;100;75;HighTowerEntertainment;HighTowerEntertainment
1667;SoulSaverOnline;July;2012;0,00 Ä;50;100;75;SmartbigCorportion;Netgame
1668;PhoenixDynasty2;June;2018;0,00 Ä;50;100;75;NtroyLTD;NtroyLTD
1669;KicksOnline;January;2009;0,00 Ä;50;100;75;freestylefootball3comNosetucom;freestylefootball3comNosetuorg
1670;TheSagaofNinosTransmigration~ê~;July;2019;0,00 Ä;20;50;35;firepillar2;firepillar2
1671;ROKH;May;2017;2.499,00 Ä;20;20;20;NvizzioCreations;DarewiseEntertainment
1672;FightingFantasyClassics;June;2018;0,00 Ä;50;100;75;TinManGames;TinManGames
1673;Ironbound;January;2018;0,00 Ä;50;100;75;SecretLevelSRL;MakingFunInc
1674;Exocraft;March;2019;0,00 Ä;100;200;150;GoldFireStudios;GoldFireStudios
1675;WishGiverÅ;November;2018;0,00 Ä;50;100;75;Kel;0Cube
1676;Penimorta;April;2021;0,00 Ä;50;100;75;0Dark&Nerdy;0Dark&Nerdy
1677;KaionTaleMMORPG;April;2020;0,00 Ä;50;100;75;MobileCoStudios;MobileCoStudios
1678;AbbotsBookDemo;April;2016;0,00 Ä;20;50;35;TheAbbot'sBookLLC;BlackthornMediaLLC
1679;Zigfrak;November;2012;499,00 Ä;20;50;35;EntheogenStudiosLLC;EntheogenStudiosLLC
1680;StarstruckPrologue;May;2020;0,00 Ä;20;50;35;CreatedelicLLC;CreatedelicLLC
1681;HEBEREKEMarchRedArmyGirlsBrigade;September;2016;0,00 Ä;50;100;75;FlyingPanjandrum;HentekoDoujin
1682;RedStoneOnline;April;2015;0,00 Ä;50;100;75;LÔKCoLtd;LÔKCoLtd
1683;IncrementalEpicHero;February;2021;0,00 Ä;50;100;75;Hapiwaku;IdleSystemInc
1684;Youaremysanctuary;September;2018;0,00 Ä;20;20;20;;
1685;––––––†––ù––;September;2018;99,00 Ä;20;20;20;PlatSTUDIO;AFBIKStudio
1686;PlayWithKizami;August;2018;299,00 Ä;20;50;35;KizamiFansClub;BananaSpilt
1687;candleflameinthewind;May;2020;0,00 Ä;20;50;35;;
1688;HentaiSecrets;January;2019;99,00 Ä;20;20;20;kraken666;kraken666
1689;AtulosOnline;April;2016;0,00 Ä;20;50;35;ParallaxianPtyLtd;ParallaxianPtyLtd
1690;AstelliaRoyal;March;2021;0,00 Ä;50;100;75;Studio8;FriendsGamesCorp
1691;RICA;February;2019;0,00 Ä;20;50;35;SeldomLudious;SeldomLudious
1692;MarvelUltimateAlliance2;July;2016;3.999,00 Ä;20;50;35;ZoMode;Activision
1693;Labyrinth;March;2016;0,00 Ä;50;100;75;FreeRangeGames;FreeRangeGames
1694;BloodGate;June;2016;899,00 Ä;20;50;35;Outsmart;Outsmart
1695;Damascus;May;2020;0,00 Ä;50;100;75;TeamTeal;TeamTeal
1696;CaptainStarshot;July;2019;0,00 Ä;50;100;75;DoubleDoorGames;DoubleDoorGamesBredaUniversityofAppliedSciences
1697;ZezeniaOnline;September;2008;0,00 Ä;50;100;75;rojektiSaucerSoftware;rojekti
1698;Meridian59;September;1996;0,00 Ä;20;50;35;ArchetypeInteractiveAndrewandChristopherKirmse;The3DOCompanyNearDeathStudios
1699;Arcfall;May;2017;0,00 Ä;20;50;35;NeojacEntertainmentinc;NeojacEntertainmentInc
1700;HeroesofSoulCraftArcadeMOBA;July;2015;0,00 Ä;200;500;350;MobileBits;MobileBits
1701;Astroflux;September;2016;0,00 Ä;50;100;75;FulaFisken;FulaFisken
1702;DungeonHunter5;May;2019;0,00 Ä;200;500;350;Gameloft;Gameloft
1703;SphereIIIRageoftheDevastator;August;2015;0,00 Ä;100;200;150;GameXPcom;GameXPcom
1704;KingdomofLoot;April;2017;899,00 Ä;20;20;20;EPICBEYONDStudios;EPICBEYONDStudios
1705;Pregnancy;February;2015;199,00 Ä;20;20;20;Locomotivah;Locomotivah
1706;NickBeardTheFedoraofDestiny;July;2018;0,00 Ä;20;50;35;dhamster;MegaMemecastJerkCircleMedia
1707;RogueAgent;April;2018;0,00 Ä;50;100;75;JorgeAires;JigsawUnravel
1708;TheHuntsmanWintersCurse;April;2016;0,00 Ä;100;200;150;DesertOwlGamesLLC;DesertOwlGamesLLC
1709;TalismanPrologue;October;2013;699,00 Ä;200;500;350;NomadGames;NomadGames
1710;Struckd3DGameCreator;December;2016;0,00 Ä;100;200;150;StruckdAG;StruckdAG
1711;ImmortalEmpire;December;2015;0,00 Ä;100;200;150;TacticStudiosInc;TacticStudiosInc
1712;GunWitch;December;2020;0,00 Ä;50;100;75;KiyummiGames;KiyummiGames
1713;TAKANARIA;January;2019;0,00 Ä;50;100;75;Crownbird;Crownbird
1714;DeadlyHunterVR;June;2017;0,00 Ä;20;20;20;LeitingInteractive;LeitingInteractive
1715;SherwoodExtreme;May;2021;0,00 Ä;20;50;35;CAGEStudios;CAGEStudios
1716;Sunrisesurvival;August;2017;0,00 Ä;20;50;35;FedorovIlya&AndrewKonovalov;FedorovIlya&AndrewKonovalov
1717;AntariaOnline;October;2017;499,00 Ä;20;50;35;AntariaLLC;AntariaLLC
1718;TheLegendofKarl;February;2021;0,00 Ä;20;50;35;ActplusStudio;ActplusStudio
1719;WingofMisadventure;December;2020;0,00 Ä;50;100;75;AllysondeSouzaBacon;4Tabern
1720;UnchartedWatersOnline;December;2018;0,00 Ä;50;100;75;KOEITECMOGAMESCOLTD;PapayaPlay
1721;PrologueforaVacantKingdom;April;2019;0,00 Ä;20;50;35;shru;shru
1722;TheExiled;February;2017;0,00 Ä;50;100;75;FairytaleDistillery;FairytaleDistillery
1723;WithoutAVoice;March;2020;0,00 Ä;20;50;35;L;Studiolan
1724;BravelandHeroes;September;2019;0,00 Ä;100;200;150;TortugaTeam;TortugaTeam
1725;DarkwindWaronWheels;August;2014;0,00 Ä;100;200;150;PsychicSoftware;PsychicSoftware
1726;GoldenRush;September;2015;0,00 Ä;100;200;150;ForbesConsultLtd;ELYLANDINVESTMENTCOMPANYLtd
1727;DKOnline;March;2019;0,00 Ä;100;200;150;Masangsoft;Masangsoft
1728;STEAMHAMMER;May;2017;2.999,00 Ä;20;20;20;SFteam;BigWay
1729;MannaRites;August;2020;0,00 Ä;20;50;35;DamonWall;DamonWall
1730;GodAwefullClicker;September;2018;0,00 Ä;100;200;150;MadLabyrinthStudiosLLC;MadLabyrinthStudiosLLC
1731;LaTaleEvolved;November;2017;0,00 Ä;100;200;150;ActozSoft;PapayaPlay
1732;SteambirdsAllianceBeta;May;2019;0,00 Ä;20;50;35;SpryFoxLLC;SpryFoxLLC
1733;SwordoftheNecromancerPrologue;November;2020;0,00 Ä;20;50;35;GrimorioofGames;JanduSoft
1734;LifeForgeRebornORPG;March;2017;0,00 Ä;100;200;150;LifeForgeTeam;PixelLife
1735;Edengrad;April;2017;1.299,00 Ä;20;20;20;HuckleberryGamesSA;HuckleberryGamesSA
1736;Unroaded;March;2019;0,00 Ä;20;20;20;stormnebulae;stormnebulae
1737;PrinceMaker3ç;May;2019;0,00 Ä;20;50;35;ALFAGAME;ALFAGAME
1738;ThreeKingdoms20192019;September;2018;0,00 Ä;50;100;75;;
1739;TheLastSpellPrologue;October;2020;0,00 Ä;100;200;150;IshtarGames;TheArcadeCrewGameraGameChina
1740;LunaOnlineReborn;April;2016;0,00 Ä;100;200;150;Funtime;Subagames
1741;HorseRidingTales;April;2019;0,00 Ä;100;200;150;FoxieGames;AppBusinessVenturesLLC
1742;çArcadeFishing;August;2020;0,00 Ä;50;100;75;ArcadeFishing;ArcadeFishing
1743;WarBlade;January;2019;399,00 Ä;50;100;75;TvrGames;TvrGames
1744;SpellFighterVR;March;2016;0,00 Ä;100;200;150;Kubold;Kubold
1745;LootGrindSimulator;October;2020;0,00 Ä;20;20;20;GGUndroidGames;GGUndroidGames
1746;BootyCalls;September;2018;0,00 Ä;100;200;150;3XEntertainmentLimited;NutakuPublishing
1747;Spellstone;November;2016;0,00 Ä;100;200;150;SynapseGames;Kongregate
1748;ç;August;2020;0,00 Ä;20;50;35;;
1749;BROKtheInvestiGatorPrologue;December;2020;0,00 Ä;50;100;75;COWCAT;COWCAT
1750;ThreeofCards;March;2021;0,00 Ä;20;50;35;SparkyStudios;SparkyStudiosSejongUnivPandoraCube
1751;FOS;May;2020;0,00 Ä;50;100;75;Enoops;Enoops
1752;DarkStoryOnline;May;2020;0,00 Ä;200;500;350;BraveWolf;BraveWolf
1753;IdleAdventure;April;2018;0,00 Ä;100;200;150;zha7PhaedrunsYingkeWu;zha7
1754;WhiteDove;February;2019;0,00 Ä;50;100;75;ç;0Cube
1755;FireflyOnlineCortex;January;2015;0,00 Ä;100;200;150;SparkPlugGames;QMxInteractive
1756;OtherlandMMO;September;2015;0,00 Ä;50;100;75;DragoEntertainment;GameOLGmbH
1757;ProgressGame;July;2020;0,00 Ä;50;100;75;GrinningGames;GrinningGames
1758;RED;December;2016;0,00 Ä;20;50;35;storyk21674STILILA;ÔÔÔçÔèÔÔÔÅÔÔç
1759;EpicConquest2;April;2020;0,00 Ä;50;100;75;GacoGames;GacoGames
1760;TheRangerLostTribe;August;2017;0,00 Ä;200;500;350;LeitingInteractive;LeitingInteractive
1761;RoShamBo;July;2016;0,00 Ä;100;200;150;Blam!GamesLLC;Blam!GamesLLC
1762;SlayTogether;January;2019;0,00 Ä;20;20;20;OwlTribeEntertainment;OwlTribeEntertainment
1763;†GhostCollege;May;2021;0,00 Ä;50;100;75;;
1764;9Dragons;February;2017;0,00 Ä;50;100;75;JoongwonEntertainment;RedFoxGames
1765;AcansCallAct1;August;2016;0,00 Ä;100;200;150;CyberithGmbH;CyberithGmbH
1766;DreamOfMirrorOnline;August;2015;0,00 Ä;100;200;150;SoftStar;SubaGames
1767;Neglected;May;2020;0,00 Ä;20;50;35;AnimalclawOfDreamsRefrigeratorgamelovers;RefrigeratorgameloversJamCafe
1768;HIBIKAKEYIRONOKISEKI;December;2017;0,00 Ä;50;100;75;ecoddr;Pujia8Studio
1769;SPACEMECHPILOT;October;2020;998,00 Ä;20;20;20;SKYHOURWORKS;SKYHOURWORKS
1770;VladtheImpaler;July;2014;999,00 Ä;20;50;35;SectionStudios;SectionStudios
1771;DescentRoadtoLegend;June;2016;0,00 Ä;100;200;150;FantasyFlightGames;FantasyFlightGames
1772;AgeofFearTheFreeWorld;January;2019;0,00 Ä;100;200;150;LeslawSliwko;AgeofFear
1773;Famaze;May;2014;0,00 Ä;100;200;150;OryxDesignLab;OryxDesignLab
1774;AshlandExplore;April;2020;999,00 Ä;100;200;150;XExploreXStudio;XExploreXStudio
1775;EmporeaRealmsofWarandMagic;March;2016;0,00 Ä;100;200;150;PixelFederation;PixelFederation
1776;AnomalyZone;October;2019;0,00 Ä;100;200;150;CybertimeGames;CybertimeGames
1777;RustlerPrologue;April;2020;0,00 Ä;50;100;75;JutsuGames;GamesOperators
1778;GangsofSpace;August;2017;0,00 Ä;50;100;75;LittleBigMMO;LittleBigMMO
1779;ROSEOnline;October;2012;0,00 Ä;200;500;350;GravityInteractive;GravityInteractive
1780;EsportsLifeTycoon;September;2020;1.199,00 Ä;50;100;75;UPlayOnline;
1781;ARandomMazeê;March;2021;0,00 Ä;50;100;75;çÔUtopiaMuseumÔ;çÔUtopiaMuseumÔ
1782;LillyandSashaCurseoftheImmortals;April;2015;46,00 Ä;100;200;150;JohnWizard;JohnWizard
1783;Zeal;September;2018;0,00 Ä;50;100;75;SkymarchEntertainment;SkymarchEntertainment
1784;DungeonHunterChampions;December;2018;0,00 Ä;200;500;350;Gameloft;Gameloft
1785;Might&MagicHeroesOnline;November;2015;0,00 Ä;200;500;350;BlueByte;Ubisoft
1786;FantasyTalesOnline;May;2016;0,00 Ä;100;200;150;ColdTeaStudio;NA
1787;SpaceCommanderWarandTrade;November;2020;0,00 Ä;100;200;150;HomeNetGames;HomeNetGames
1788;CerealSoup;February;2015;0,00 Ä;100;200;150;WildArtsLLC;WildArtsLLC
1789;MONOLISK;February;2021;0,00 Ä;50;100;75;TricksterArts;TricksterArts
1790;KelvinAndTheChateau;August;2021;0,00 Ä;50;100;75;Forgotten;Forgotten
1791;NOeSIS;November;2021;0,00 Ä;20;20;20;ClassicChocolat;RedBalloonHikare
1792;ECHOOFSOUL;December;2018;899,00 Ä;20;20;20;BluePotionGamesCoLtd;BluePotionGamesCoLtd
1793;LeagueofAngelsHeavensFury;September;2020;0,00 Ä;50;100;75;CHENGDUDREAMCALLERTECHNOLOGYCOLTD;YOUZUSINGAPOREPTELTD
1794;GranAge;December;2020;0,00 Ä;50;100;75;PICTOLOGI;PICTOLOGI
1795;TherianSaga;June;2013;0,00 Ä;100;200;150;Virtys;Virtys
1796;Karos;December;2014;0,00 Ä;200;500;350;GalaxyGate;GameXPcom
1797;WarriOrbPrologue;December;2019;0,00 Ä;20;50;35;NotYet;NotYetMapleWhisperingLimited
1798;DarkfallUnholyWars;April;2013;40,00 Ä;50;100;75;AventurineSA;Aventurine
1799;ClamMan2OpenMic;June;2020;0,00 Ä;50;100;75;marafrass;TeamClam
1800;MajorMinor;December;2015;999,00 Ä;20;50;35;Klace;Klace
1801;Rogalia;October;2018;0,00 Ä;20;50;35;TatriXNanalli;TatriX
1802;MarvelUltimateAlliance;July;2016;3.999,00 Ä;20;50;35;ZoMode;Activision
1803;;October;2019;0,00 Ä;20;50;35;EveRecord;EveRecord
1804;ZoriaAgeofShatteringPrologue;April;2020;0,00 Ä;100;200;150;TinyTrinketGames;AnsharPublishing
1805;762HardLife;October;2015;499,00 Ä;50;100;75;HLAteam;FulqrumPublishing
1806;UFOOnlineInvasion;June;2016;0,00 Ä;200;500;350;BadPixel;BadPixel
1807;SwarmSimulatorEvolution;February;2019;0,00 Ä;50;100;75;ScaryBeeLLC;ScaryBeeLLC
1808;ABookofBeastsandBuddies;October;2018;0,00 Ä;50;100;75;Squiddershins;Squiddershins
1809;CrusadersofLight;April;2017;0,00 Ä;100;200;150;HongKongNeteaseInteractiveEntertainmentLimited;HongKongNeteaseInteractiveEntertainmentLimited
1810;HeroesEvolved;January;2017;0,00 Ä;200;500;350;NetDragon;R2Games
1811;Mothlight;August;2017;0,00 Ä;20;50;35;Samu;Samu
1812;ù;February;2020;0,00 Ä;100;200;150;STUDIOWASABI;Pujia8Studio
1813;ProjectMorpheusPrologue;January;2021;0,00 Ä;20;50;35;TeamRanger;LightningGames
1814;KnockHarderUseless;January;2020;0,00 Ä;20;50;35;SnailNinjaStudio;SnailNinjaStudio
1815;TUG;March;2014;999,00 Ä;20;50;35;NerdKingdomInc;NerdKingdomInc
1816;RevelationOnline;February;2017;0,00 Ä;200;500;350;NeteaseGames;MYGAMES
1817;KarosReturns;February;2017;0,00 Ä;100;200;150;GalaxyGate;RedFoxGames
1818;PuzzlePiratesDarkSeas;July;2018;0,00 Ä;100;200;150;GreyHavens;GreyHavens
1819;SkaraTheBladeRemains;February;2017;0,00 Ä;200;500;350;AtomicKraken;AtomicKraken
1820;Merchant;January;2015;0,00 Ä;100;200;150;RetoraGames;RetoraGames
1821;NocturnePrelude;March;2020;0,00 Ä;100;200;150;PracyStudios;PracyStudios
1822;TheEmperorsOwnAlphaTeaser;November;2020;0,00 Ä;100;200;150;VolgaStudios;VolgaStudios
1823;RPGWorldActionRPGMaker;July;2020;0,00 Ä;20;50;35;RaveyLarge;RaveyLarge
1824;FiestaOnlineNA;February;2008;0,00 Ä;200;500;350;OnsonSoft;gamigoAG
1825;WhoIsMikeAVisualNovel;September;2015;0,00 Ä;50;100;75;Fervent;AfterthoughtStudios
1826;TaleofToast;February;2018;0,00 Ä;200;500;350;ToastyLeafAB;ToastyLeafAB
1827;WarlordsAwakening;November;2018;1.199,00 Ä;20;50;35;PLAYWITHInc;PLAYWITHInteractiveInc
1828;ElonSimulator2019;October;2019;0,00 Ä;50;100;75;SRSGames;SRSGames
1829;LostMemories3SideStories;April;2020;0,00 Ä;50;100;75;èù;èù
1830;Florensia;November;2016;0,00 Ä;200;500;350;AHAEntertainment;GiikuGames
1831;Nostos;December;2019;1.999,00 Ä;20;50;35;NetEaseGames;NetEaseGames
1832;StellarOverload;October;2016;1.999,00 Ä;20;20;20;CubicalDrift;CubicalDrift
1833;MajorMinorCompleteEdition;October;2016;0,00 Ä;50;100;75;Klace;Klace
1834;Deepworld;April;2015;0,00 Ä;200;500;350;Bytebin;Bytebin
1835;MilMo;December;2009;0,00 Ä;200;500;350;DohiSwedenAB;DohiSwedenAB
1836;LuckCatchers;November;2016;0,00 Ä;200;500;350;DiPOnline;DiPOnline
1837;Stash;September;2017;0,00 Ä;100;200;150;Frogdice;Frogdice
1838;Leafling;December;2020;0,00 Ä;200;500;350;CeltariaProductions;CeltariaProductions
1839;DivineSoulsF2PMMO;November;2014;0,00 Ä;500;1000000;750;GamePrix;SubaGames
1840;TheBottomoftheWell;January;2016;0,00 Ä;50;100;75;RedNettleStudio;RedNettleStudio
1841;KingsandHeroes;November;2017;2.489,00 Ä;20;50;35;IndustryGames;IndustryGames
1842;cyberpunkdreams;May;2021;0,00 Ä;50;100;75;LateNightGames;LateNightGames
1843;WarriorsRisetoGloryOnlineMultiplayerOpenBeta;January;2021;0,00 Ä;50;100;75;GavraGames;GavraGames
1844;OrakeClassic;August;2016;0,00 Ä;200;500;350;PigLionGames;PigLionGames
1845;XXZ;September;2017;0,00 Ä;50;100;75;LStotch;LStotch
1846;ManOWarCorsairWarhammerNavalBattles;April;2017;2.999,00 Ä;20;50;35;EvilTwinArtworks;EvilTwinArtworks
1847;NAVYFIELD;March;2000;0,00 Ä;200;500;350;SDEnterNET;Naiadgames
1848;DeuteriumWars;October;2019;0,00 Ä;100;200;150;Disquire;Disquire
1849;EternalMagic;April;2020;0,00 Ä;100;200;150;Duoyi;101XP
1850;HelmetHeroes;March;2013;0,00 Ä;200;500;350;HelmetGames;HelmetGames
1851;BlackSkylandsOrigins;April;2020;1.711,00 Ä;200;500;350;HungryCouchGames;tinyBuild
1852;ChinesePaladinSwordandFairy4;September;2017;599,00 Ä;20;50;35;SoftstarTechnologyShanghaiCoLtd;BeijingNewEraNetworkTechnologyCoLtd
1853;IncrementalAdventures;August;2020;0,00 Ä;100;200;150;Gniller;Gniller
1854;HellpointTheThespianFeast;February;2020;0,00 Ä;20;50;35;CradleGames;tinyBuild
1855;steinworld;April;2019;0,00 Ä;50;100;75;pg5Studio;pg5Studio
1856;AtlanticaGlobal;May;2020;0,00 Ä;100;200;150;VALOFENEXON;VALOFE
1857;AtelierLydie&Suelle~TheAlchemistsandtheMysteriousPaintings~;March;2018;5.999,00 Ä;20;50;35;KOEITECMOGAMESCOLTD;KOEITECMOGAMESCOLTD
1858;GodsandIdols;December;2016;0,00 Ä;100;200;150;VikingTao;VikingTao
1859;AtelierFirisTheAlchemistandtheMysteriousJourneyçù;March;2017;929,00 Ä;20;50;35;KOEITECMOGAMESCOLTD;KOEITECMOGAMESCOLTD
1860;RequiemRiseoftheReaver;June;2008;0,00 Ä;200;500;350;GravityInteractiveInc;GravityInteractiveInc
1861;TheLordoftheRingsJourneysinMiddleearth;April;2019;0,00 Ä;100;200;150;FantasyFlightGames;FantasyFlightGames
1862;PoxNora;October;2014;0,00 Ä;200;500;350;DesertOwlGamesLLC;DesertOwlGamesLLC
1863;IntrovertATeenagerSimulator;March;2021;0,00 Ä;50;100;75;EuphoricBrothers;EuphoricBrothers
1864;Perpetuum;October;2014;0,00 Ä;20;50;35;AvatarCreations;GamestormLtd
1865;TheElderScrollsOnlineGreymoor;May;2020;5.279,00 Ä;20;20;20;ZenimaxOnlineStudios;BethesdaSoftworks
1866;WizardAndMinionIdle;February;2019;0,00 Ä;50;100;75;OniGaming;OniGaming
1867;TacticalCraftOnline;February;2016;0,00 Ä;200;500;350;CrematoriumofTime;CrematoriumofTime
1868;SecondGalaxy;September;2019;0,00 Ä;100;200;150;ZilongGameLimited;ZilongGameLimited
1869;B100XAutoDungeonRPG;January;2021;0,00 Ä;50;100;75;Nussygame;Nussygame
1870;ScarletHollow;September;2020;0,00 Ä;100;200;150;BlackTabbyGames;BlackTabbyGames
